sentimento,empresa,texto,,,
negative,Delta,"@JetBlue flight 894, first officer not even at the airport wow!!!!!! Unreal, staff waited until we all boarded to announce we are delayed.",,,
negative,Delta,@JetBlue's CEO battles to appease passengers and Wall Street - http://t.co/uy28D1UEgX http://t.co/vJFV7KSGcQ,,,
negative,Delta,@JetBlue - why does my TSA-pre work with every airline BUT you? I pay good money for that. Spent 30 mins on phone to fix to zero success.,,,
negative,Delta,"@JetBlue That's right! :) Game, set, match.",,,
negative,Delta,"@JetBlue yes, 3 times. I need some one to call me and help me change a flight. I can't do online. Thanks.",,,
negative,Delta,@JetBlue pls send an IT tech 2 baggage office. Poor guy is trying 2 print my claim &amp,,,
negative,Delta,@JetBlue @vincenzolandino @CBarrows You take to me places @united simply can't...like non-stop to St. Lucia.,,,
negative,Delta,"@JetBlue Flight 1133 (N353JB) ""Blue La La"" departs @mco enroute to San Juan International Airport http://t.co/SWZm2fX3nu",,,
negative,Delta,@JetBlue this makes me happy. I hope these aren't empty promises.,,,
negative,Delta,@JetBlue dropped 3x in past hour,,,
negative,Delta,"seriously, I want to work on the JetBlue social team RT @JetBlue: @vincenzolandino http://t.co/eiGaJyzcW2",,,
negative,Delta,@JetBlue Call me when you do and we’ll have to hook up!,,,
negative,Delta,@JetBlue Ive called you 3 x &amp,,,
negative,Delta,@JetBlue the USA help line.  i accidentally booked a flight on a thursday instead of a wednesday and want to switch,,,
negative,Delta,@JetBlue If you have well-priced flights to #Oahu - we could be best friends. @vincenzolandino,,,
negative,Delta,@JetBlue we don't need anybody else!,,,
negative,Delta,@jetblue any idea where the plane for flight 672 is coming from? I thought flight 305 from JFK but that wouldn't explain delay.,,,
negative,Delta,"@JetBlue It's for me, I spoke with a rep on the phone who suggested I ""Voice a concern"" via ""Email us"" on your site. I did a few moments ago",,,
negative,Delta,"@JetBlue pls find my bag, I need 2 get home! Very frustrating. Hope my bag is somewhere in @NY_NJairports. Leaving the #jfk w/o my luggage.",,,
negative,Delta,"@JetBlue tried calling multiple times, i just wait and when it finally connects i get hung up on",,,
negative,Delta,@JetBlue Airways Sees Significant Drop in Short Interest (JBLU) - Mideast Time http://t.co/SSBaUJtOuW,,,
negative,Delta,@JetBlue No not yet. I will notify them. I'm new at this! 😊,,,
negative,Delta,@JetBlue thanks!,,,
negative,Delta,"@JetBlue don't worry, I'm gonna share with my row! 😁",,,
negative,Delta,First base already? I like your style @JetBlue,,,
negative,Delta,"@JetBlue Hold for 15 min, a couple of rings, then ""mailbox has not been set up yet."" Customer service forwarding to their cell phones? C'mon",,,
negative,Delta,@JetBlue Does your home airport not count in the badge system? My TB account says 2 flights but I've taken 3 this year.,,,
negative,Delta,@JetBlue is bag check cut off 30 minutes before the original departure time or the estimated time shown online?,,,
negative,Delta,"@JetBlue I know where you guys jet! LOL, but if you love me so much, help a brother out :) Hot weather, great nightlife, 2-3 hour flight",,,
negative,Delta,@JetBlue Airways Adds New Charter #Flight to Cuba - #Travel Wires (blog) http://t.co/Swb1gR57Cc,,,
negative,Delta,"Aww, is it? @JetBlue I guess now I need to book a flight to somewhere warm ASAP! Any suggestions?",,,
negative,Delta,@JetBlue love traveling with Jetblue. Cant wait to go to Paris oui oui!!! NYC was awesomeee!,,,
negative,Delta,"@JetBlue 
But if customer service ment anything to you.... you would try. Quoting policy is never effective customer service.",,,
negative,Delta,@JetBlue thank you. Is there a possibility it will change?,,,
negative,Delta,@JetBlue thanks!,,,
negative,Delta,@JetBlue are we good?,,,
negative,Delta,@JetBlue thanks for the upgrade😉!! so far so good. #KeepItUp http://t.co/BKmfeY7QOL,,,
negative,Delta,@JetBlue @CinziannaP thank you! I like the quick response on Twitter!,,,
negative,Delta,@JetBlue This could be the beginning of a BLUEtiful relationship :) #lifeneedsfrosting,,,
negative,Delta,"@JetBlue 
Apparently not.",,,
negative,Delta,@JetBlue why are we delayed :( flight 1601,,,
negative,Delta,"@JetBlue continue button generated a trip to ""plan your trip page""
regardless of how far along I was in Flight Booking Problems process
hint: the end of it",,,
negative,Delta,@JetBlue marks 15th birthday with @Airbus #A320 painted in 'Blumanity' paint job http://t.co/9vTFM7kNad,,,
negative,Delta,"@JetBlue I would fly to Washington  DC to see the actual Constitution  and the Declaration of Independence, in honor of a US Navy friend.",,,
negative,Delta,@JetBlue what is the name of this tailfin? http://t.co/qxV45MV0Ug,,,
negative,Delta,@JetBlue's new CEO Robin Hayes battles to appease passengers and Wall Street - Business In Savannah http://t.co/KKAY8XaPs1,,,
negative,Delta,“@JetBlue: We’re looking for our next #FlyingItForward flier from DC Tell us where you'd fly &amp,,,
negative,Delta,@JetBlue Haha you're doing everything right! Don't change a thing! Slash this Twitter engagement just makes you even cooler! #bestairline,,,
negative,Delta,@JetBlue thank you. Just sent msg.,,,
negative,Delta,@JetBlue I did get the email. Thought i wasn't supposed to reply to those😂,,,
negative,Delta,@JetBlue I applied for a job at PDW where could I go for follow up. I'd really love the job #ilovejetblue,,,
negative,Delta,@JetBlue Connecticut❄️,,,
negative,Delta,@JetBlue I would fly somewhere hotter then here. Puerto Rico here I come. Lol,,,
negative,Delta,@JetBlue great smooth flight too! 👏👍,,,
negative,Delta,@JetBlue I would go for 3rd time to Jamaica to volunteer w/ at risk youth #flyitforward #dc #stpatricksfoundation #rotary,,,
negative,Delta,@JetBlue Airways Short Interest Down 3.5% in January (JBLU) - sleekmoney http://t.co/znsUjP86Bv,,,
negative,Delta,@JetBlue I would love for you to fly my best friend home to PVD for a weekend. 😊 http://t.co/cH0NmjyMgh,,,
negative,Delta,"@JetBlue do they have to depart from Washington, D.C.??",,,
negative,Delta,@JetBlue remember - I'm very doubtful and not very hopeful :(,,,
negative,Delta,@JetBlue Thank you for the service credit. And to @PamGrout for positive thoughts.,,,
negative,Delta,@JetBlue I'll give u a chance but I don't think I'll fall for it #backtodelta,,,
negative,Delta,@JetBlue Great thanks,,,
negative,Delta,@JetBlue @KyleJudah be responsible for replacing it,,,
negative,Delta,@JetBlue @KyleJudah new stroller. The travel credit doesn't help cover the cost of a new stroller. Your crew ruined it and therefore should,,,
negative,Delta,@JetBlue @KyleJudah I just spoke to the baggage claim center and they gave me travel credit but will not be responsible for the cost of a,,,
negative,Delta,@JetBlue heard about the charge for 1st bag and tighter seats - no need to be a loyal JB customer anymore!,,,
negative,Delta,"@JetBlue i'm getting info from the website, but needing to check it and the alerts would be much more beneficial.",,,
negative,Delta,@JetBlue Is there something going on with your alerts? Flight's been delayed several times for my parents and i'm not receiving any alerts.,,,
negative,Delta,@JetBlue I will. I love flying with you all. Great service.,,,
negative,Delta,@JetBlue's new CEO seeks the right balance to please passengers and Wall ... - Times Colonist http://t.co/NzDXRvszWv,,,
negative,Delta,@JetBlue Haha. I figured that. I was meaning there's no return flights out of Charlotte. It's like N/A for a week plus,,,
negative,Delta,@JetBlue rocking the Tim McGraw hold music,,,
negative,Delta,"@JetBlue Thank you that it is not just a livery; it is a culture that 16,000+ crewmembers embody daily #thanksDave http://t.co/iNNP0Kkyby",,,
negative,Delta,@JetBlue 2:55 tomorrow from RIC to BOS. Looking good or am I better rescheduling?,,,
negative,Delta,"@JetBlue hard to tell, but was told wifi only worked for one side of the plane.",,,
negative,Delta,@JetBlue just learning about your famous apology in social media marketing. Is Twitter an asset for Jet Blue now? @PhD_Mama_,,,
negative,Delta,@JetBlue Learning about your awesome twitter management today in my Social Media Marketing class! keep up the good work! @SXU @PhD_Mama_,,,
negative,Delta,"@JetBlue, I normally ❤️ you, but this Late Flightst flight experience was the worst. 2 hours on runway, no wifi &amp; tv not working properly",,,
negative,Delta,@JetBlue @KyleJudah It doesn't matter who you directed me to. It's the principle of the matter. When I gate checked the stroller it was,,,
negative,Delta,@JetBlue - BlueManity brought tears to my eyes. JetBlue' s commitment to giving back to the crewmembers and the community is aww inspiring!,,,
negative,Delta,@JetBlue 117 days maybe.,,,
negative,Delta,@JetBlue @vegecomgirl For me it’s not until 6/15.,,,
negative,Delta,"@JetBlue Well, I try! See you soon!! @JayVig",,,
negative,Delta,@JetBlue @JayVig I like the inflight snacks! I'm flying with you guys on 2/28! #JVMChat,,,
negative,Delta,"@JetBlue @JayVig @roxydigital awww ^_^ R to the T, realtime appreciation from JetBlue #rockingthetweets #JVMChat",,,
negative,Delta,@JetBlue @roxydigital Good. I want extra peanuts on my flight then. lol. #JVMChat,,,
negative,Delta,"@JetBlue @JayVig YES! Great real-time example. Thanks for being awesome, #JetBlue! #JVMChat",,,
negative,Delta,@JetBlue alittle more money to book our flights... we're 1/2 way there :),,,
negative,Delta,@JetBlue @roxydigital HAHA. you didn’t disappoint. Well done. #JVMChat,,,
negative,Delta,@JetBlue was just at T5 a little over a month ago. @JetBlue you guys are great thanks for everything!,,,
negative,Delta,@JetBlue figured but delay is listed at almost 2 hrs. Thanks for being great! Cheers,,,
negative,Delta,"@JetBlue if my flight says delayed with estimated departure listed, can I arrive at airport Late Flightr?",,,
negative,Delta,@JetBlue's new CEO seeks the right balance to please passengers and Wall ... - Weyburn Review http://t.co/rtQyjCvTQ3,,,
negative,Delta,"@JetBlue glitches on website re: Flight Booking Problems travel &amp; checking in. Nothing between ur site &amp; the airport was communicated, it was a nightmare.",,,
negative,Delta,@JetBlue Thank you!,,,
negative,Delta,@JetBlue okayyyy. But I had huge irons on way out. Promise no shenanigans?,,,
negative,Delta,@JetBlue how do I get a copy of my last flight showing original time and delay? I need it for work. Thanks!,,,
negative,Delta,@JetBlue as much i have paid in fees. Plus hotel and food because of your changes i could had flown with a more reliable airline #no2jetblue,,,
negative,Delta,@JetBlue CEO battles to please Wall St and flyers - from @NZherald http://t.co/Q4Amiw7FSw,,,
negative,Delta,@JetBlue huge fan of great brands and people doing great things… you guys rock happy to share the love!,,,
negative,Delta,"@JetBlue Been dealing with a Cancelled Flightled flight since last night &amp; was booked to a 6:15 flight,wouldve at least liked to see Ella perform lol",,,
negative,Delta,"@JetBlue tough choices but I did all simultaneously! As a business traveler, best experience in a long time. #wishmyflightwaslonger #what",,,
negative,Delta,@JetBlue thanks!! Great service in #T5 already! #lovejetBlue,,,
negative,Delta,@JetBlue I did...#FlyFi worked well and was free aboard this flight,,,
negative,Delta,@JetBlue and they are telling me I got to get another hotel and food...so spend more money because you guys made me miss my connection,,,
negative,Delta,@JetBlue already spent $300 to stay at hotel last night due to you guys rescheduling my flight. Since my Cancelled Flightation I've spent almost $500,,,
negative,Delta,@JetBlue Seems very likely.,,,
negative,Delta,@JetBlue they are rude and unhelpful. They suggested I catch a flight tomorrow I was supposed to be home today at 2 am and work is waiting,,,
negative,Delta,@JetBlue's CEO Battles to Appease Passengers and Wall Street - http://t.co/frrfxCCw7Z http://t.co/nKlW9SsVRQ,,,
negative,Delta,"@JetBlue unfortunately no, but hoping I can catch one sometime in the near future!",,,
negative,Delta,@JetBlue why is my flight delayed 2.5 hours. This is insane. Every other flight has made it to NYC.,,,
negative,Delta,@JetBlue @EllaHenderson Ah! Wish I was there! Good luck!,,,
negative,Delta,@JetBlue should i continue?,,,
negative,Delta,"@JetBlue Ok great thanks! I had a great flight, FYI. I'm excited to fly again. I just was frustrated I was not able to check in.",,,
negative,Delta,@JetBlue I do not want to deal with your customer service agents with no practical knowledge.Provide me with a direct contact.,,,
negative,Delta,@JetBlue Got flight reschedule to flight form PIT to FLL and our flight had mechanical problems so we were delayed an hour Missed my connect,,,
negative,Delta,@JetBlue well lucky I only fly JB..I guess I would be even more squished on any other airline 😞,,,
negative,Delta,"@JetBlue she was a phone agent, pls do! Peggy was pleasant, informative and delivered. ⭐️⭐️⭐️⭐️⭐️",,,
negative,Delta,@JetBlue Hopefully next time! Can I send you my future itineraries so the next one can be planned when I'm there? 😂😂,,,
